transaction_id,customer_id,transaction_type,amount,currency,transaction_date
1003505,816,out,23.93,EUR,2022-02-20
1003507,415,in,135.88,EUR,2022-02-20
1003509,3509,out,320.31,EUR,2022-02-20
1003510,1546,in,202.64,EUR,2022-02-20
1003511,1063,in,434.09,EUR,2022-02-20
1003513,2883,in,192.06,EUR,2022-02-20
1003515,157,in,351.7,EUR,2022-02-20
1003519,1818,in,143.27,EUR,2022-02-20
1003521,2449,out,52.64,USD,2022-02-20
1003523,2726,in,4.85,USD,2022-02-20
1003525,1982,out,386.2,EUR,2022-02-20
1003526,2868,out,211.25,USD,2022-02-20
1003527,2667,in,82.46,EUR,2022-02-20
1003530,3121,in,155.58,EUR,2022-02-20
1003531,2512,out,66.58,EUR,2022-02-20
1003535,2336,out,253.06,USD,2022-02-21
1003537,1219,in,301.34,USD,2022-02-21
1003540,3452,out,210.15,EUR,2022-02-21
1003541,758,in,292.36,USD,2022-02-21
1003542,3503,in,41.82,USD,2022-02-21
1003543,1646,out,218.12,EUR,2022-02-21
1003545,1366,out,311.15,EUR,2022-02-21
1003546,1907,out,71.64,EUR,2022-02-21
1003547,3274,out,448.35,USD,2022-02-21
1003548,1367,out,286.88,USD,2022-02-21
1003549,2128,out,522.73,USD,2022-02-21
1003550,1138,out,212.16,EUR,2022-02-21
1003552,1973,in,272.72,EUR,2022-02-21
1003553,2250,out,227.91,USD,2022-02-21
1003554,284,out,42.79,EUR,2022-02-21
1003556,2801,out,268.37,USD,2022-02-21
1003557,3651,in,33.85,EUR,2022-02-21
1003560,1811,out,163.12,EUR,2022-02-21
1003570,2513,out,407.98,EUR,2022-02-21
1003571,465,in,543.03,USD,2022-02-21
1003575,2435,out,32.79,USD,2022-02-21
1003577,1529,out,319.85,EUR,2022-02-21
1003578,996,out,115.02,USD,2022-02-21
1003579,1448,out,534.8,USD,2022-02-21
1003580,2527,out,168.61,EUR,2022-02-21
1003581,1781,out,376.4,EUR,2022-02-21
1003582,3118,in,541.58,EUR,2022-02-21
1003583,2346,in,360.65,USD,2022-02-21
1003586,260,out,276.0,EUR,2022-02-21
1003587,1725,in,448.27,EUR,2022-02-21
1003588,2682,in,255.27,USD,2022-02-21
1003589,1566,out,213.82,USD,2022-02-21
1003591,1433,in,173.51,USD,2022-02-21
1003593,3808,in,388.77,EUR,2022-02-21
1003595,987,out,255.35,EUR,2022-02-22
1003596,3619,out,147.8,USD,2022-02-22
1003597,882,out,261.2,EUR,2022-02-22
1003600,3281,out,368.33,EUR,2022-02-22
1003601,1266,out,261.83,EUR,2022-02-22
1003602,1582,in,504.59,USD,2022-02-22
1003605,3039,in,241.87,EUR,2022-02-22
1003606,2990,out,279.31,USD,2022-02-22
1003608,104,out,71.73,EUR,2022-02-22
1003609,1509,in,255.0,EUR,2022-02-22
1003616,3284,in,414.12,EUR,2022-02-22
1003618,3246,in,93.32,EUR,2022-02-22
1003623,1139,out,528.65,USD,2022-02-22
1003624,3151,in,559.09,EUR,2022-02-22
1003630,1534,out,288.86,USD,2022-02-22
1003635,2885,out,207.89,USD,2022-02-22
1003636,2934,in,484.56,USD,2022-02-22
1003638,696,out,445.91,USD,2022-02-22
1003639,2689,in,389.93,USD,2022-02-22
1003641,2976,in,205.13,EUR,2022-02-22
1003642,1124,in,153.98,EUR,2022-02-22
1003643,1033,out,424.83,EUR,2022-02-22
1003645,581,in,59.12,USD,2022-02-22
1003646,14,in,107.57,EUR,2022-02-22
1003651,150,out,558.43,USD,2022-02-22
1003654,3143,out,65.93,EUR,2022-02-22
1003659,1619,in,465.77,EUR,2022-02-22
1003661,1177,in,95.59,EUR,2022-02-23
1003662,2826,out,299.82,USD,2022-02-23
1003663,1412,in,541.37,EUR,2022-02-23
1003664,2199,out,144.69,USD,2022-02-23
1003665,921,out,394.46,EUR,2022-02-23
1003666,2152,in,263.2,EUR,2022-02-23
1003667,740,in,354.25,USD,2022-02-23
1003669,2740,in,405.43,EUR,2022-02-23
1003671,1963,out,527.54,EUR,2022-02-23
1003672,1875,out,352.71,USD,2022-02-23
1003675,632,in,584.36,EUR,2022-02-23
1003676,3550,in,530.89,USD,2022-02-23
1003677,2809,in,11.48,EUR,2022-02-23
1003678,1578,out,249.41,EUR,2022-02-23
1003679,150,out,268.08,USD,2022-02-23
1003681,2800,out,346.49,USD,2022-02-23
1003682,556,in,385.91,USD,2022-02-23
1003683,814,in,471.97,EUR,2022-02-23
1003684,47,in,375.77,EUR,2022-02-23
1003685,3688,out,392.12,EUR,2022-02-23
1003686,794,in,72.39,USD,2022-02-23
1003687,3067,out,521.58,EUR,2022-02-23
1003693,1205,in,189.1,USD,2022-02-23
1003694,1514,in,367.97,EUR,2022-02-23
1003695,1572,out,431.42,EUR,2022-02-23
1003698,2457,in,438.93,USD,2022-02-23
1003699,1431,out,527.51,EUR,2022-02-23
1003701,843,in,513.71,USD,2022-02-23
1003702,3270,out,348.17,EUR,2022-02-23
1003703,921,out,517.18,EUR,2022-02-23
1003704,3677,in,537.95,EUR,2022-02-23
1003706,2465,out,550.34,EUR,2022-02-23
1003707,1136,out,107.87,EUR,2022-02-23
1003708,164,in,67.89,EUR,2022-02-23
1003709,3032,in,551.59,EUR,2022-02-23
1003711,2649,in,556.61,EUR,2022-02-23
1003715,985,in,416.26,EUR,2022-02-23
1003716,1503,out,160.04,EUR,2022-02-23
1003718,3166,in,271.19,USD,2022-02-23
1003719,2218,out,551.48,EUR,2022-02-23
1003724,256,out,300.65,EUR,2022-02-23
1003725,3793,in,577.8,EUR,2022-02-24
1003730,2443,in,562.75,EUR,2022-02-24
1003731,1514,in,511.92,EUR,2022-02-24
1003732,3752,out,596.39,EUR,2022-02-24
1003734,748,out,471.02,EUR,2022-02-24
1003735,1265,in,6.87,EUR,2022-02-24
1003738,1643,out,326.54,EUR,2022-02-24
1003741,2593,out,562.01,EUR,2022-02-24
1003742,1305,in,502.61,USD,2022-02-24
1003743,3847,out,8.17,EUR,2022-02-24
1003744,3503,in,449.35,EUR,2022-02-24
1003745,3570,in,531.33,USD,2022-02-24
1003746,3731,in,371.24,EUR,2022-02-24
1003748,2585,out,140.37,EUR,2022-02-24
1003749,2627,in,512.45,USD,2022-02-24
1003750,2821,out,91.55,USD,2022-02-24
1003751,1997,out,513.34,USD,2022-02-24
1003752,1158,in,116.34,EUR,2022-02-24
1003754,53,in,93.13,EUR,2022-02-24
1003757,2780,in,467.82,EUR,2022-02-24
1003758,232,out,252.9,USD,2022-02-24
1003763,77,in,186.65,EUR,2022-02-24
1003764,3581,in,543.34,USD,2022-02-24
1003768,1775,out,114.62,EUR,2022-02-24
1003769,1824,out,201.56,USD,2022-02-24
1003772,2623,out,74.18,EUR,2022-02-24
1003776,3087,out,559.4,EUR,2022-02-24
1003778,2213,out,32.81,USD,2022-02-24
1003779,1829,in,212.7,EUR,2022-02-24
1003780,2850,in,107.07,USD,2022-02-24
1003782,2493,in,205.06,EUR,2022-02-24
1003784,466,in,229.91,EUR,2022-02-24
1003785,1957,out,393.54,USD,2022-02-24
1003787,3635,in,460.91,USD,2022-02-24
1003788,3041,out,531.51,EUR,2022-02-24
1003789,982,in,237.92,EUR,2022-02-25
1003790,164,in,384.33,EUR,2022-02-25
1003792,162,in,144.43,USD,2022-02-25
1003794,3162,out,378.74,USD,2022-02-25
1003797,1360,out,236.06,EUR,2022-02-25
1003798,1480,out,467.78,EUR,2022-02-25
1003799,1973,in,177.65,EUR,2022-02-25
1003800,1965,in,81.15,EUR,2022-02-25
1003804,162,out,247.38,EUR,2022-02-25
1003805,2629,in,208.57,EUR,2022-02-25
1003806,772,out,37.33,EUR,2022-02-25
1003807,2608,out,452.99,USD,2022-02-25
1003808,2933,in,467.74,EUR,2022-02-25
1003809,3313,out,160.1,EUR,2022-02-25
1003810,591,in,318.11,USD,2022-02-25
1003812,1661,in,315.55,EUR,2022-02-25
1003813,2482,out,596.15,EUR,2022-02-25
1003815,2328,in,169.33,EUR,2022-02-25
1003819,2040,in,44.48,EUR,2022-02-25
1003821,3265,in,173.5,EUR,2022-02-25
1003824,1518,in,551.41,USD,2022-02-25
1003825,2079,out,479.96,EUR,2022-02-25
1003826,597,out,10.98,EUR,2022-02-25
1003827,1508,out,156.72,USD,2022-02-25
1003829,3873,out,259.96,EUR,2022-02-25
1003831,2583,in,321.78,USD,2022-02-25
1003833,334,out,125.17,USD,2022-02-25
1003834,2957,out,82.74,EUR,2022-02-25
1003836,3610,in,423.55,EUR,2022-02-25
1003837,997,in,476.24,EUR,2022-02-25
1003838,697,in,325.39,EUR,2022-02-25
1003839,1882,out,512.52,EUR,2022-02-25
1003840,179,out,525.2,USD,2022-02-25
1003843,392,in,322.4,EUR,2022-02-25
1003849,419,out,257.0,USD,2022-02-25
1003852,109,in,30.8,EUR,2022-02-25
1003855,2016,in,481.99,EUR,2022-02-25
1003857,2080,out,20.84,EUR,2022-02-25
1003858,2641,in,488.94,USD,2022-02-25
1003859,3009,in,232.96,EUR,2022-02-26
1003860,2698,out,297.13,EUR,2022-02-26
1003861,3539,in,355.63,EUR,2022-02-26
1003863,1111,in,314.65,USD,2022-02-26
1003865,234,out,18.51,EUR,2022-02-26
1003872,2974,out,560.19,USD,2022-02-26
1003874,2368,in,389.63,EUR,2022-02-26
1003875,589,out,198.97,USD,2022-02-26
1003876,506,in,595.83,USD,2022-02-26
1003877,1962,in,215.72,EUR,2022-02-26
1003878,3732,out,581.19,EUR,2022-02-26
1003882,2954,in,360.93,USD,2022-02-26
1003884,2761,in,399.23,USD,2022-02-26
1003886,1089,in,398.97,EUR,2022-02-26
1003887,1938,in,492.84,EUR,2022-02-26
1003888,3505,in,177.29,EUR,2022-02-26
1003892,3557,in,375.08,EUR,2022-02-26
1003893,1543,out,532.62,EUR,2022-02-26
1003895,2985,out,122.21,USD,2022-02-26
1003896,2949,in,337.33,EUR,2022-02-26
1003897,308,in,441.94,EUR,2022-02-26
1003899,2908,in,228.44,EUR,2022-02-26
1003903,1668,out,23.77,EUR,2022-02-26
1003904,3269,in,540.55,EUR,2022-02-26
1003905,3722,out,496.55,EUR,2022-02-26
1003911,2883,in,543.81,EUR,2022-02-26
1003912,3274,out,327.71,USD,2022-02-26
1003913,3528,out,292.67,EUR,2022-02-26
1003914,895,out,140.73,USD,2022-02-26
1003915,3754,in,6.43,EUR,2022-02-26
1003917,664,out,56.53,EUR,2022-02-26
1003918,2303,in,492.07,EUR,2022-02-26
1003920,1397,out,412.33,USD,2022-02-26
1003924,2166,out,55.79,EUR,2022-02-26
1003925,3643,in,383.75,USD,2022-02-26
1003926,2799,in,32.57,EUR,2022-02-26
1003927,996,out,265.72,USD,2022-02-26
1003928,3403,out,231.11,USD,2022-02-26
1003930,800,out,308.15,EUR,2022-02-26
1003931,823,in,318.08,EUR,2022-02-26
1003932,2972,in,126.22,EUR,2022-02-26
1003933,3617,out,89.75,EUR,2022-02-26
1003934,1768,out,358.52,EUR,2022-02-26
1003937,1311,in,49.06,USD,2022-02-27
1003940,3827,out,292.02,USD,2022-02-27
1003941,146,out,94.97,USD,2022-02-27
1003943,2983,in,416.07,EUR,2022-02-27
1003944,589,in,17.17,USD,2022-02-27
1003945,1877,out,560.38,EUR,2022-02-27
1003946,1876,out,163.47,EUR,2022-02-27
1003947,3832,in,374.09,USD,2022-02-27
1003948,3428,out,282.2,EUR,2022-02-27
1003949,1995,in,561.97,EUR,2022-02-27
1003951,3089,in,90.96,EUR,2022-02-27
1003958,1854,out,184.43,EUR,2022-02-27
1003960,727,in,367.32,EUR,2022-02-27
1003962,2951,in,85.51,USD,2022-02-27
1003963,2463,out,515.07,EUR,2022-02-27
1003964,1638,in,495.31,EUR,2022-02-27
1003967,1543,out,80.27,EUR,2022-02-27
1003968,2047,out,418.68,USD,2022-02-27
1003970,1766,in,557.38,USD,2022-02-27
1003971,307,in,253.61,EUR,2022-02-27
1003974,2641,in,117.96,EUR,2022-02-27
1003976,961,out,407.93,EUR,2022-02-27
1003977,657,out,11.46,EUR,2022-02-27
1003978,1915,out,560.98,EUR,2022-02-27
1003981,147,out,293.7,USD,2022-02-27
1003982,758,in,402.47,EUR,2022-02-27
1003984,881,out,84.41,USD,2022-02-27
1003985,2659,in,46.26,EUR,2022-02-27
1003986,2980,in,188.36,EUR,2022-02-27
1003990,2732,in,288.2,EUR,2022-02-27
1003991,1736,out,244.29,USD,2022-02-27
1003994,3410,out,486.21,EUR,2022-02-27
1003995,3754,out,355.88,EUR,2022-02-27
1003996,814,in,399.17,EUR,2022-02-27
1003997,2386,out,197.74,EUR,2022-02-27
1003998,2072,out,101.27,EUR,2022-02-27
1004000,772,in,423.67,EUR,2022-02-27
1004001,946,out,573.85,USD,2022-02-27
1004002,2536,out,5.7,EUR,2022-02-27
1004003,3368,in,395.79,EUR,2022-02-28
1004004,1462,in,552.08,EUR,2022-02-28
1004007,153,out,252.79,EUR,2022-02-28
1004009,2191,in,386.51,EUR,2022-02-28
1004010,1042,out,591.98,EUR,2022-02-28
1004012,3136,in,571.52,USD,2022-02-28
1004013,2353,out,75.26,USD,2022-02-28
1004016,2844,out,340.69,EUR,2022-02-28
1004017,1657,in,542.93,USD,2022-02-28
1004018,183,in,549.26,EUR,2022-02-28
1004020,2608,out,435.03,USD,2022-02-28
1004022,2501,out,237.55,USD,2022-02-28
1004023,144,in,244.01,EUR,2022-02-28
1004025,2237,in,252.88,USD,2022-02-28
1004026,2833,out,553.41,USD,2022-02-28
1004030,331,in,97.13,USD,2022-02-28
1004031,976,in,69.76,EUR,2022-02-28
1004032,3190,out,451.19,EUR,2022-02-28
1004033,3619,in,286.36,USD,2022-02-28
1004034,1326,out,348.58,USD,2022-02-28
1004035,464,in,18.44,USD,2022-02-28
1004039,2659,in,151.25,USD,2022-02-28
1004040,1107,in,96.67,USD,2022-02-28
1004042,495,in,264.21,EUR,2022-02-28
1004043,2617,in,320.68,USD,2022-02-28
1004044,369,in,152.34,EUR,2022-02-28
1004047,1306,in,217.43,EUR,2022-02-28
1004050,3609,out,441.43,EUR,2022-02-28
1004053,345,in,385.29,EUR,2022-02-28
1004058,1138,out,111.37,EUR,2022-02-28
1004059,2525,out,83.53,EUR,2022-02-28
1004060,382,out,232.6,EUR,2022-02-28
1004063,137,in,87.07,EUR,2022-02-28
1004066,1913,out,490.28,EUR,2022-02-28
1004069,2799,in,218.5,USD,2022-02-28
1004070,2533,in,528.65,EUR,2022-02-28
1004073,3044,out,69.76,EUR,2022-02-28
1004076,633,out,35.99,EUR,2022-03-01
1004078,2091,in,217.89,USD,2022-03-01
1004081,648,in,49.77,EUR,2022-03-01
1004083,2080,out,485.44,EUR,2022-03-01
1004087,3237,in,264.26,USD,2022-03-01
1004089,607,out,161.01,EUR,2022-03-01
1004092,1903,out,587.33,EUR,2022-03-01
1004093,180,out,33.12,USD,2022-03-01
1004094,25,in,536.85,USD,2022-03-01
1004095,1927,out,338.34,USD,2022-03-01
1004096,883,out,187.75,EUR,2022-03-01
1004098,279,in,480.87,EUR,2022-03-01
1004101,3263,in,24.16,USD,2022-03-01
1004102,285,out,522.2,EUR,2022-03-01
1004103,394,in,307.59,EUR,2022-03-01
1004106,1535,in,586.21,EUR,2022-03-01
1004107,1850,out,108.31,USD,2022-03-01
1004109,932,in,552.55,USD,2022-03-01
1004110,3585,in,439.26,USD,2022-03-01
1004112,638,out,263.31,USD,2022-03-01
1004113,726,in,318.81,USD,2022-03-01
1004115,2539,in,63.69,EUR,2022-03-01
1004116,1026,in,286.19,EUR,2022-03-01
1004117,427,in,200.23,USD,2022-03-01
1004118,3058,in,384.51,USD,2022-03-01
1004119,3044,out,542.6,EUR,2022-03-01
1004125,2492,out,198.89,EUR,2022-03-01
1004126,3751,in,503.21,USD,2022-03-01
1004127,1744,in,132.1,EUR,2022-03-01
1004128,3573,in,4.09,EUR,2022-03-01
1004130,3701,out,20.54,USD,2022-03-01
1004131,181,out,122.75,USD,2022-03-01
1004133,844,in,186.83,EUR,2022-03-01
1004134,831,in,63.87,EUR,2022-03-01
1004138,2040,in,252.78,EUR,2022-03-01
1004141,3527,in,46.64,EUR,2022-03-01
1004145,2015,in,574.18,EUR,2022-03-01
1004146,70,out,535.78,USD,2022-03-02
1004147,194,in,366.8,EUR,2022-03-02
1004148,164,out,65.54,EUR,2022-03-02
1004150,2813,out,594.49,EUR,2022-03-02
1004151,3290,out,143.56,USD,2022-03-02
1004152,2656,out,193.16,EUR,2022-03-02
1004153,3074,in,386.52,EUR,2022-03-02
1004155,2977,in,342.43,EUR,2022-03-02
1004156,3622,in,169.87,USD,2022-03-02
1004158,2503,out,107.15,EUR,2022-03-02
1004159,880,in,80.31,USD,2022-03-02
1004161,1801,in,428.96,USD,2022-03-02
1004162,329,in,531.07,USD,2022-03-02
1004164,3412,in,526.04,EUR,2022-03-02
1004165,1157,in,53.0,EUR,2022-03-02
1004166,2594,out,325.47,EUR,2022-03-02
1004169,3831,out,497.2,USD,2022-03-02
1004172,1133,in,314.23,EUR,2022-03-02
1004173,2428,out,560.39,EUR,2022-03-02
1004175,3254,out,131.57,EUR,2022-03-02
1004177,3802,out,387.19,USD,2022-03-02
1004178,1825,in,107.45,EUR,2022-03-02
1004179,2985,out,61.88,USD,2022-03-02
1004181,914,out,497.0,EUR,2022-03-02
1004182,3441,out,180.61,USD,2022-03-02
1004184,2751,out,59.24,USD,2022-03-02
1004185,967,out,275.97,USD,2022-03-02
1004186,1833,out,582.7,EUR,2022-03-02
1004187,2471,in,346.1,USD,2022-03-02
1004189,3190,out,295.28,EUR,2022-03-02
1004190,2474,out,66.36,EUR,2022-03-02
1004191,740,out,383.58,USD,2022-03-02
1004192,2164,out,558.88,EUR,2022-03-02
1004193,2343,in,532.68,USD,2022-03-02
1004195,3412,in,124.84,USD,2022-03-02
1004196,466,in,218.99,EUR,2022-03-02
1004197,975,in,467.21,USD,2022-03-02
1004198,153,out,139.44,EUR,2022-03-02
1004200,3070,in,232.58,USD,2022-03-02
1004201,3262,in,499.36,EUR,2022-03-02
1004202,1800,out,189.73,USD,2022-03-02
1004205,822,out,187.33,EUR,2022-03-02
1004208,2043,out,313.06,USD,2022-03-02
1004210,2270,in,509.99,EUR,2022-03-02
1004211,1667,out,595.81,USD,2022-03-02
1004212,659,in,175.06,EUR,2022-03-02
1004214,3428,out,566.35,EUR,2022-03-02
1004215,710,in,415.45,USD,2022-03-02
1004216,443,in,143.04,EUR,2022-03-02
1004218,1557,in,122.42,EUR,2022-03-02
1004222,2574,out,585.89,USD,2022-03-02
1004223,615,out,267.63,USD,2022-03-02
1004225,558,out,375.36,EUR,2022-03-03
1004227,503,in,225.07,USD,2022-03-03
1004228,2538,in,170.19,EUR,2022-03-03
1004229,74,in,585.11,EUR,2022-03-03
1004232,910,out,333.31,USD,2022-03-03
1004233,116,in,462.14,USD,2022-03-03
1004234,2808,in,15.18,USD,2022-03-03
1004237,3528,out,305.9,EUR,2022-03-03
1004240,600,in,571.68,EUR,2022-03-03
1004241,2700,out,53.75,EUR,2022-03-03
1004242,1096,in,434.32,EUR,2022-03-03
1004243,2730,in,136.98,EUR,2022-03-03
1004244,703,in,563.65,EUR,2022-03-03
1004247,3517,in,68.33,USD,2022-03-03
1004248,1544,in,80.75,USD,2022-03-03
1004250,352,out,246.79,EUR,2022-03-03
1004251,20,out,592.42,EUR,2022-03-03
1004252,2953,out,478.69,EUR,2022-03-03
1004253,3301,in,251.87,EUR,2022-03-03
1004254,3783,in,86.35,EUR,2022-03-03
1004255,2071,out,558.2,USD,2022-03-03
1004256,1554,out,526.9,USD,2022-03-03
1004259,879,out,35.43,EUR,2022-03-03
1004260,1519,in,124.05,USD,2022-03-03
1004262,52,in,64.5,EUR,2022-03-03
1004263,2582,out,131.35,EUR,2022-03-03
1004264,274,in,176.98,EUR,2022-03-03
1004265,3366,out,76.96,USD,2022-03-03
1004266,3528,in,513.69,EUR,2022-03-03
1004272,627,out,503.79,EUR,2022-03-03
1004273,3115,in,13.03,EUR,2022-03-03
1004276,2682,in,50.32,EUR,2022-03-03
1004277,3487,out,587.29,EUR,2022-03-03
1004279,3141,out,296.55,EUR,2022-03-03
1004280,2145,out,386.89,EUR,2022-03-03
1004281,3549,out,331.53,USD,2022-03-03
1004282,2198,out,200.73,USD,2022-03-03
1004284,878,in,109.11,EUR,2022-03-03
1004285,3306,out,115.92,EUR,2022-03-03
1004286,3197,in,330.05,EUR,2022-03-03
1004289,2021,out,438.86,EUR,2022-03-03
1004291,745,out,330.92,EUR,2022-03-03
1004293,489,out,85.43,EUR,2022-03-03
1004294,1280,out,570.0,USD,2022-03-03
1004295,1619,out,61.04,EUR,2022-03-03
1004296,3388,out,408.27,EUR,2022-03-03
1004301,2207,in,511.75,EUR,2022-03-03
1004302,601,in,457.61,EUR,2022-03-03
1004303,2824,in,270.95,EUR,2022-03-03
1004305,2254,in,255.9,USD,2022-03-04
1004308,1471,out,135.26,EUR,2022-03-04
1004310,1987,in,161.88,EUR,2022-03-04
1004313,481,in,33.83,EUR,2022-03-04
1004315,3341,in,144.73,EUR,2022-03-04
1004321,133,out,365.5,USD,2022-03-04
1004323,2023,out,281.94,USD,2022-03-04
1004325,3148,out,538.15,EUR,2022-03-04
1004326,200,in,416.51,USD,2022-03-04
1004330,1081,in,481.74,EUR,2022-03-04
1004334,3566,in,135.07,EUR,2022-03-04
1004335,3388,in,199.95,EUR,2022-03-04
1004336,1380,out,2.58,USD,2022-03-04
1004337,640,in,431.36,EUR,2022-03-04
1004338,2550,out,438.45,USD,2022-03-04
1004339,1780,in,174.96,EUR,2022-03-04
1004341,3030,out,13.92,EUR,2022-03-04
1004342,1590,in,554.05,USD,2022-03-04
1004344,2883,in,445.25,EUR,2022-03-04
1004346,2190,out,504.69,EUR,2022-03-04
1004352,1685,in,596.31,EUR,2022-03-04
1004353,1850,out,123.43,USD,2022-03-04
1004356,348,out,286.94,EUR,2022-03-04
1004357,366,out,45.43,EUR,2022-03-04
1004359,3065,in,528.08,EUR,2022-03-04
1004367,1042,in,18.51,EUR,2022-03-04
1004369,3540,out,417.82,EUR,2022-03-04
1004370,1177,out,512.23,USD,2022-03-04
1004372,218,in,586.46,USD,2022-03-04
1004373,3515,in,494.85,USD,2022-03-04
1004374,2403,out,285.89,EUR,2022-03-04
1004377,2265,out,589.69,USD,2022-03-05
1004379,2509,out,80.35,EUR,2022-03-05
1004381,2676,in,435.57,USD,2022-03-05
1004384,1479,out,27.92,EUR,2022-03-05
1004385,2990,in,532.14,USD,2022-03-05
1004386,2506,in,119.28,EUR,2022-03-05
1004390,1558,out,524.9,EUR,2022-03-05
1004392,2240,in,518.18,USD,2022-03-05
1004396,589,in,50.62,USD,2022-03-05
1004399,2966,in,591.55,USD,2022-03-05
1004400,2178,in,288.59,EUR,2022-03-05
1004402,3386,out,461.76,USD,2022-03-05
1004403,2143,out,500.04,EUR,2022-03-05
1004405,3293,in,186.65,EUR,2022-03-05
1004407,757,in,315.33,EUR,2022-03-05
1004408,146,out,510.03,USD,2022-03-05
1004410,309,in,175.91,EUR,2022-03-05
1004413,312,in,560.03,EUR,2022-03-05
1004414,3662,in,429.01,EUR,2022-03-05
1004415,1146,out,588.42,EUR,2022-03-05
1004416,2653,out,60.92,EUR,2022-03-05
1004417,3517,out,291.04,USD,2022-03-05
1004421,1121,in,165.64,USD,2022-03-05
1004422,767,in,145.39,USD,2022-03-05
1004423,391,in,296.37,EUR,2022-03-05
1004425,2113,in,193.93,USD,2022-03-05
1004427,838,out,484.75,EUR,2022-03-05
1004428,1581,in,98.85,EUR,2022-03-05
1004429,845,in,7.34,EUR,2022-03-05
1004430,3715,out,53.09,EUR,2022-03-05
1004431,1643,out,59.7,EUR,2022-03-05
1004433,3312,out,404.51,USD,2022-03-05
1004434,2132,in,217.94,EUR,2022-03-05
1004437,3812,in,391.11,EUR,2022-03-05
1004438,1901,in,553.06,EUR,2022-03-05
1004439,2135,in,427.0,EUR,2022-03-05
1004440,48,in,2.62,USD,2022-03-05
1004442,2827,out,546.99,USD,2022-03-05
1004443,2346,in,247.61,EUR,2022-03-05
1004445,2588,in,516.34,EUR,2022-03-05
1004446,1421,in,502.48,EUR,2022-03-06
1004447,1507,in,48.94,EUR,2022-03-06
1004448,2034,out,96.21,USD,2022-03-06
1004449,2213,in,10.24,EUR,2022-03-06
1004450,1649,out,175.55,EUR,2022-03-06
1004451,3192,out,586.73,USD,2022-03-06
1004452,272,in,338.12,EUR,2022-03-06
1004453,122,in,242.24,USD,2022-03-06
1004454,3478,out,104.3,EUR,2022-03-06
1004455,781,in,282.23,EUR,2022-03-06
1004456,2305,in,375.32,EUR,2022-03-06
1004457,440,out,90.16,USD,2022-03-06
1004458,898,out,146.17,EUR,2022-03-06
1004459,770,out,511.35,EUR,2022-03-06
1004462,185,in,12.49,EUR,2022-03-06
1004464,198,in,536.49,EUR,2022-03-06
1004466,490,in,440.85,EUR,2022-03-06
1004473,2128,out,291.32,USD,2022-03-06
1004474,738,in,506.37,USD,2022-03-06
1004475,1803,in,139.01,EUR,2022-03-06
1004477,2265,in,504.53,EUR,2022-03-06
1004479,967,out,354.6,USD,2022-03-06
1004480,1654,out,554.81,USD,2022-03-06
1004482,3830,in,88.63,EUR,2022-03-06
1004484,2779,out,368.83,EUR,2022-03-06
1004486,1827,out,25.05,USD,2022-03-06
1004488,2225,in,451.29,EUR,2022-03-06
1004489,2388,in,499.39,EUR,2022-03-06
1004490,828,in,259.67,USD,2022-03-06
1004491,3285,out,401.76,USD,2022-03-06
1004494,90,out,294.88,EUR,2022-03-06
1004496,3764,in,279.23,EUR,2022-03-06
1004498,2197,in,378.62,EUR,2022-03-06
1004499,3210,in,270.26,EUR,2022-03-06
1004501,2458,in,62.73,USD,2022-03-06
1004506,3251,out,148.44,USD,2022-03-06
1004507,1848,out,266.28,EUR,2022-03-06
1004509,3067,in,326.68,EUR,2022-03-06
1004510,2079,in,51.39,EUR,2022-03-06
1004511,901,in,212.62,EUR,2022-03-06
1004512,3566,in,395.27,USD,2022-03-07
1004515,909,in,150.9,EUR,2022-03-07
1004517,1054,in,1.07,EUR,2022-03-07
1004518,2348,out,160.62,EUR,2022-03-07
1004520,2789,in,22.45,EUR,2022-03-07
1004521,2391,in,465.37,EUR,2022-03-07
1004522,225,out,143.27,EUR,2022-03-07
1004524,1491,in,223.0,USD,2022-03-07
1004529,3405,out,459.96,EUR,2022-03-07
1004530,1214,in,396.3,EUR,2022-03-07
1004531,2854,in,126.48,USD,2022-03-07
1004533,1689,in,456.4,EUR,2022-03-07
1004534,2353,in,533.91,EUR,2022-03-07
1004535,1054,in,364.78,EUR,2022-03-07
1004536,3311,out,212.09,EUR,2022-03-07
1004538,1989,in,383.58,EUR,2022-03-07
1004541,2030,out,296.98,EUR,2022-03-07
1004543,3544,in,426.75,EUR,2022-03-07
1004545,1562,out,124.45,EUR,2022-03-07
1004546,2785,in,371.09,EUR,2022-03-07
1004547,43,in,96.91,USD,2022-03-07
1004548,2135,in,165.05,EUR,2022-03-07
1004550,3280,in,253.91,EUR,2022-03-07
1004551,1518,out,433.76,EUR,2022-03-07
1004553,1202,out,60.31,USD,2022-03-07
1004554,3421,in,371.93,EUR,2022-03-07
1004555,1910,in,241.73,USD,2022-03-07
1004556,211,out,327.32,EUR,2022-03-07
1004558,2440,out,22.57,EUR,2022-03-07
1004560,2283,out,499.45,EUR,2022-03-07
1004561,3387,in,188.23,EUR,2022-03-07
1004563,2543,in,273.79,USD,2022-03-07
1004566,2420,out,354.79,USD,2022-03-07
1004567,773,in,340.9,EUR,2022-03-07
1004569,537,out,190.96,EUR,2022-03-07
1004571,2582,out,246.41,EUR,2022-03-07
1004575,3673,out,343.86,USD,2022-03-07
1004577,3220,in,283.28,USD,2022-03-07
